id,qid1,qid2,question1,question2,is_duplicate
186668,247427,161840,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
186669,250360,152722,How do I remove water from ear?,What should I do to overcome anxiety?,0
186670,298036,160045,Which is better: Java or Python?,Which is better: Java or Python?,1
186671,233024,135273,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
186672,219776,199695,What is the most beautiful moment in your life?,Will there be a war between India and Pakistan?,0
186673,202452,292189,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
186674,235370,122081,Is it scientifically possible to bring someone back to life?,Will there be a war between India and Pakistan?,0
186675,244445,162450,What is the future of data science?,What is the future of data science?,1
186676,175160,193263,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
186677,216695,167259,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
186678,189872,142673,What are some good laptops under 60k?,What are some good laptops under 60k?,1
186679,207496,257714,What are some good laptops under 60k?,What are some good laptops under 60k?,1
186680,113041,285771,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
186681,254079,246940,What is GST and how does it benefit common people?,Which is better: Java or Python?,0
186682,215357,224285,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
186683,289232,210546,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
186684,296092,187020,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
186685,262316,298170,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
186686,134648,220532,What are some good laptops under 60k?,How can I get venture capital for my startup?,0
186687,276078,176361,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
186688,221606,225517,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
186689,278316,289315,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
186690,169184,233739,How do you sleep well?,How do you sleep well?,1
186691,218706,263177,How can I motivate myself to achieve more?,How do I motivate myself to achieve more?,1
186692,153416,214871,What is the most beautiful moment in your life?,What are the differences between Android and iOS?,0
186693,156005,239743,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
186694,139752,258831,What are the best books on modern philosophy?,How can I improve my communication skills?,0
186695,299216,118253,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
186696,228178,241891,How do you sleep well?,How do you sleep well?,1
186697,142502,191656,Which is better: Java or Python?,Which is better: Java or Python?,1
186698,250838,247010,Will there be a war between India and Pakistan?,What are the best books on modern philosophy?,0
186699,135294,126255,What is the most beautiful moment in your life?,Is it scientifically possible to bring someone back to life?,0
186700,105438,181069,How can I improve my communication skills?,How do I improve my communication skills?,1
186701,123896,220954,How do you sleep well?,How do you sleep well?,1
186702,129802,115276,How can I improve my communication skills?,How can I improve my communication skills?,1
186703,153385,229153,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
186704,200674,294332,What are the best books on modern philosophy?,How can I motivate myself to achieve more?,0
186705,157052,129045,What are the best books on modern philosophy?,How can I improve my communication skills?,0
186706,264327,150421,Which is better: Java or Python?,How can I get venture capital for my startup?,0
186707,180172,134714,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
186708,237628,233658,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
186709,174937,204286,What is GST and how does it benefit common people?,How can I get venture capital for my startup?,0
186710,144441,152007,How do I remove water from ear?,How do I remove water from ear?,1
186711,160485,119255,What is the most beautiful moment in your life?,How do I remove water from ear?,0
